blueberry	22.00	11.02	R	R	A
cranberry_sugar	12.00	12.13	R	R	A
mixed_berries	8.00	8.80	R	R	A		Surgeles
raspberries	24.00	18.74	R	R	A
raspberry	24.00	18.74	R	R	A
strawberries	9.00	6.83	R	R	A
strawberry	9.00	6.83	R	R	A
clementine	3.20	4.85	R	R	A
clementine_mandarin_orange_pulp	3.20	4.85	R	R	X	133	Le libelle dit PULP: 133 g de fruit entier par 100 g de pulpe
grapefruit	2.80	3.31	R	R	A
grapefruit_pulp	2.80	3.31	R	R	X	200	Le libelle dit PULP: ecorce et membranes = la moitie du fruit
lemon	3.00	4.85	R	R	A
lemon_pulp	3.00	4.85	R	R	X	154	Le libelle dit PULP
lemon_wedge	3.00	4.85	R	R	A
lime	6.00	4.41	R	R	A
lime_pulp	6.00	4.41	R	R	X	143	Le libelle dit PULP
orange	2.40	3.40	R	V	A		US: BLS navel oranges 1,542 USD/lb
orange_pulp	2.40	3.40	R	V	X	145	Le libelle dit PULP
baked_beans	3.50	3.30	R	R	A
black_beans	5.00	4.40	R	R	A		Conserve, poids egoutte (132 kcal = deja hydrate)
broad_beans	5.00	6.00	R	E	A		Feves surgelees
chickpeas_dry	3.00	3.53	R	R	A
chickpeas_tinned	5.40	4.71	R	R	A		Poids egoutte
edamame	8.00	6.61	R	R	A		Surgeles decortiques
green_peas	3.20	3.53	R	R	A		Petits pois surgeles
hummus	8.00	12.13	R	R	A
kidney_beans	5.00	4.40	R	R	A		Conserve, poids egoutte
lentils_cooked	3.00	3.97	R	R	D	42	PIEGE CRU/CUIT: yield_class neutre, le runtime ne reconvertit pas. 42 g de lentilles seches par 100 g cuites
lentils_dry	3.00	3.97	R	R	A
white_beans	4.50	4.60	R	R	A		Conserve, poids egoutte
almonds	22.00	17.64	R	R	A
cashews	24.00	20.94	R	R	A
chia_seeds	14.00	15.43	R	R	A
flaxseed	8.00	7.72	R	R	A
hazelnuts	24.00	26.46	R	R	A
mixed_nuts	22.00	19.84	R	R	A
mixed_seeds	12.00	11.00	R	R	A
peanut_butter	12.00	6.83	R	P	A		Ecart structurel: le beurre de cacahuete est un basique americain
peanuts	9.00	7.72	R	R	A
poppy_seeds	20.00	22.05	E	E	A
pumpkin_seeds	14.00	14.33	R	R	A
sesame_seeds	12.00	13.23	R	R	A
sunflower_seed_butter	16.00	17.64	E	R	A
sunflower_seeds	8.00	7.72	R	R	A
tahini	14.00	19.84	R	R	A
walnuts	16.00	18.74	R	R	A
broccoli	3.80	5.07	R	R	A
broccoli_water_crunchy	3.80	5.07	R	R	D	110	Libelle CUIT, yield_class neutre: le runtime ne reconvertit pas
broccoli_water_tender	3.80	5.07	R	R	D	115	Libelle CUIT, yield_class neutre
brussels_sprout_water	4.50	6.61	R	R	D	110	Libelle CUIT, yield_class neutre
brussels_sprouts	4.50	6.61	R	R	A
cabbage	2.20	2.20	R	R	A
cauliflower	3.00	5.73	R	R	A
green_cabbage_water	2.20	2.20	R	R	D	115	Libelle CUIT, yield_class neutre
kale	6.00	6.61	R	R	A
pak_choi	5.00	5.51	R	R	A
radish	4.00	5.51	R	R	A
radish_black	3.50	6.00	R	E	A		Radis noir: quasi absent du rayon americain
red_cabbage	2.60	2.65	R	R	A
romanesco_cauliflower_romanesco_broccoli	5.00	7.72	R	E	D	115	Libelle CUIT, yield_class neutre
turnip_water	2.20	3.31	R	R	D	115	Libelle CUIT, yield_class neutre
white_cabbage	2.20	2.20	R	R	A
white_cabbage_water	2.20	2.20	R	R	D	115	Libelle CUIT, yield_class neutre
black_pepper	45.00	30.00	R	R	A
chilli_powder	30.00	20.00	R	R	A
cinnamon	40.00	26.00	R	R	A
cumin	35.00	22.00	R	R	A
curry_paste	16.00	18.00	R	R	A
dried_herbs	50.00	40.00	R	R	A
hot_sauce	12.00	12.00	R	R	A
ketchup	4.00	4.40	R	R	A
mayonnaise	6.00	7.00	R	R	A
mustard	5.50	5.50	R	R	A
paprika	28.00	20.00	R	R	A
pesto	14.00	18.00	R	R	A
salsa	6.00	6.00	R	R	A
salt	0.90	1.30	R	R	A
soy_sauce	7.00	7.00	R	R	A
stock_cube	25.00	22.00	R	R	A		La ligne est le CUBE (240 kcal/100 g), pas le bouillon
turmeric	25.00	18.00	R	R	A
vegetable_stock	25.00	22.00	R	R	I	1.0	La ligne est le bouillon RECONSTITUE (4 kcal/100 g): 1 g de cube par 100 g de bouillon
vinaigrette	5.00	6.60	R	R	A
vinegar	1.80	2.20	R	R	A
herbs_basil	60.00	100.00	R	R	A		Basilic frais en barquette; le rayon americain le vend en clamshell de 20 g
herbs_bay_leaf	40.00	40.00	E	E	A		Seche
herbs_chives	30.00	100.00	R	E	A
herbs_coriander	16.00	25.00	R	R	A
herbs_dill	30.00	60.00	R	E	A
herbs_mint	20.00	40.00	R	E	A
herbs_parsley	14.00	33.00	R	R	A
herbs_thyme	45.00	40.00	E	E	A		Seche (285 kcal/100 g)
lamb_s_lettuce	12.00	25.00	R	E	A		Mache: produit de niche aux Etats-Unis
lettuce	5.00	7.85	R	V	A		US: BLS lettuce romaine 3,56 USD/lb
lettuce_oak_leaf	6.00	8.00	R	E	A
lettuce_sucrine	7.00	8.00	E	E	A
lettuce_var_batavia	5.00	7.85	R	E	A
mixed_leaves	10.00	11.00	R	R	A
rocket	14.00	13.00	R	R	A
spinach	8.00	9.92	R	R	A
spinach_water	8.00	9.92	R	R	D	147	Libelle CUIT, yield_class neutre: 100 g d'epinards egouttes viennent de 147 g de frais
spinach_young_leaves	12.00	13.00	R	R	A
swiss_chard	5.00	6.61	R	R	A
swiss_chard_leaf_stalk	5.00	6.61	R	R	D	130	Libelle CUIT, yield_class neutre
watercress	12.00	13.00	R	R	A
duck_egg	12.00	13.00	E	E	A
egg	6.30	3.65	R	V	A		FR: 3,78 EUR la boite de 12, part comestible 50 g. US: BLS oeufs 2,19 USD/douzaine
egg_added_fat	6.30	3.65	R	V	D	115	Libelle CUIT, yield_class neutre: perte d'eau a la cuisson
egg_hard	6.30	3.65	R	V	D	100	Libelle CUIT mais cuit en coquille: masse conservee, facteur verifie a 1
egg_powder	18.00	16.00	E	E	A
egg_scrambled_added_fat	7.20	4.30	E	E	A		Prix de revient des ingredients (oeuf + matiere grasse), pas un prix de rayon
egg_soft	6.30	3.65	R	V	D	100	Libelle CUIT mais cuit en coquille: masse conservee
egg_white	5.00	5.50	R	R	A		Blanc liquide vendu en brique; pas derive du prix de l'oeuf entier
egg_white_powder	30.00	28.00	E	E	A
egg_yolk	6.30	3.65	R	V	X	555	Le jaune ne se vend pas seul: 100 g de jaune demandent 5,5 oeufs entiers achetes
goose_egg	20.00	22.00	E	E	A
omelette_cheese	9.00	7.00	E	E	A		Prix de revient des ingredients, pas un prix de rayon
omelette_herbs	7.00	5.00	E	E	A		Prix de revient des ingredients
omelette_lardoons	9.00	7.50	E	E	A		Prix de revient des ingredients
omelette_mushrooms	7.50	5.50	E	E	A		Prix de revient des ingredients
omelette_vegetables_cheese_meat	9.00	7.00	E	E	A		Prix de revient des ingredients
quail_egg	30.00	35.00	E	E	A
spanish_style_tortilla_onions	8.00	9.00	E	E	A
turkey_egg	18.00	20.00	E	E	A
whole_eggs	6.30	3.65	R	V	A
barley	3.50	3.30	R	R	A
bran_grain_bread	5.50	5.62	R	P	A
bread_wholemeal_integral_bread	5.00	5.62	R	P	A		US: BLS bread whole wheat pan
brown_rice	4.20	2.90	R	R	A
buckwheat	6.00	6.00	R	R	A
bulgur	3.50	4.40	R	R	A
bulgur_wheat	3.50	4.40	R	R	A
couscous_wholemeal	3.60	6.00	R	E	A
crispbread_rye	8.00	12.00	R	R	A
english_muffin_wholewheat_flour	7.00	6.00	R	R	A
noodles_wholewheat	5.00	5.50	R	R	A
oats	3.20	2.60	R	R	A
pita_wholemeal	6.50	7.00	R	R	A
puffed_rice_textured_bread	12.00	14.00	R	R	A
quinoa	8.50	7.00	R	R	A
rolls_hamburger_hotdog_wholemeal	6.00	5.50	R	R	A
rusk_wholemeal_rich_fibre	8.00	10.00	R	E	A
rye_bread	5.50	6.00	R	R	A
rye_bread_wheat	5.50	6.00	R	R	A
sandwich_loaf_bran_grain	4.50	5.62	R	P	A
sandwich_loaf_wholemeal	4.50	5.62	R	P	A
tortilla_wholemeal	8.00	6.50	R	R	A
wheat_swedish_toast_wholemeal	8.00	10.00	R	E	A
wholemeal_bread	5.00	5.62	R	P	A
wholewheat_pasta	3.20	4.40	R	R	A
bagel	8.00	6.60	R	R	A
bread	3.62	4.41	P	P	A		FR: INSEE prix moyen pain baguette 1 kg. US: BLS bread white pan
bread_flour_bread_preparation	1.40	1.37	R	P	D	169	Pain fait maison: on achete de la FARINE, pas du pain. 65 g de farine par 100 g de pain | Le ratio est exprime contre gramsRaw: 65 g d'achat par 100 g d'assiette, x 2.6 que le runtime applique deja via yield_class=grain_absorbs
bread_french_bread_baguette	3.62	6.00	P	E	A		FR: INSEE prix moyen pain baguette 1 kg
bread_french_bread_ball	3.62	6.00	P	E	A
bread_french_bread_multigrain	5.00	7.00	R	E	A
bread_french_bread_salt	4.50	7.00	E	E	A		Pain sans sel: produit de regime, peu diffuse
bread_french_bread_yeast	3.62	6.00	P	E	A
bread_gluten_free	12.00	11.00	R	R	A
breadcrumbs	3.50	5.00	R	R	A
breakfast_cereal	6.50	8.00	R	R	A
brear_t55_t110_flour	3.62	6.00	P	E	A
bretzel	9.00	8.00	R	R	A
brioche_sandwich_bread	6.00	6.50	R	R	A
brown_bread_french_bread	4.20	6.50	R	E	A
cooked_rice	2.90	2.43	R	P	D	38	PIEGE CRU/CUIT NOMME PAR LE LOT: yield_class neutre, le runtime ne reconvertit pas. 38 g de riz SEC par 100 g de riz cuit
corn_cake	12.00	12.00	R	R	A
corn_tortilla_wrap_be	7.00	4.50	R	R	A
country_style_bread	1.40	1.37	R	P	D	169	Pain fait maison: on achete de la farine | Le ratio est exprime contre gramsRaw: 65 g d'achat par 100 g d'assiette, x 2.6 que le runtime applique deja via yield_class=grain_absorbs
country_style_bread_french	4.50	7.00	R	E	A
couscous	2.60	5.50	R	R	A
crispbread_extruded	10.00	12.00	R	R	A
crouton_garlic_herbs_onions	8.00	9.00	R	R	A
croutons	8.00	9.00	R	R	A
croutons_spreads	8.00	9.00	R	R	A
english_muffin	6.50	5.50	R	R	A
granola	9.00	10.00	R	R	A
grissini_bread_stick	9.00	10.00	R	R	A
naan_bread	8.50	9.00	R	R	A
noodles	4.00	4.40	R	R	Y		La ligne est CUITE (104 kcal) mais yield_class = grain_absorbs: le runtime reconvertit deja en poids sec. Prix du sec, sans seconde division
panini_bread	6.00	7.00	R	R	A
pita_bread	6.00	6.60	R	R	A
polenta	3.00	3.00	R	R	A
puffed_cereals_textured_bread	12.00	14.00	R	R	A
rolls_hamburger_hotdog	5.00	5.00	R	R	A
rusk	7.00	10.00	R	R	A
rusk_eggs	8.00	10.00	R	E	A
rusk_multigrain	8.00	10.00	R	E	A
rusk_slice_multigrain	8.00	10.00	R	E	A
rusk_slice_wheat	7.00	10.00	R	E	A
rusk_w_eggs	8.00	10.00	R	E	A
sandwich_loaf	4.20	4.41	R	P	A
sandwich_loaf_crust_less	5.00	5.00	R	R	A
sandwich_loaf_multigrain	4.80	5.50	R	R	A
swedish_toast_fruits	9.00	11.00	E	E	A
swedish_toast_linseeds	9.00	11.00	E	E	A
toasted_bread	4.20	4.41	R	P	D	299	Pain de mie grille a la maison: 115 g de pain par 100 g de grille | Le ratio est exprime contre gramsRaw: 115 g d'achat par 100 g d'assiette, x 2.6 que le runtime applique deja via yield_class=grain_absorbs
tortilla_wrap	8.00	6.00	R	R	A
wheat_crackers	9.00	9.00	R	R	A
wheat_swedish_toast	8.00	10.00	R	E	A
wheat_tortilla_wrap_be	8.00	6.00	R	R	A
white_bread	3.62	4.41	P	P	A
white_pasta	2.20	3.42	R	P	A
white_rice	2.90	2.43	R	P	A		US: BLS rice white long grain uncooked
blended_fat_50_63	5.00	5.50	R	E	A
blended_fat_spreadable_30	4.50	5.00	R	E	A
butter	12.00	10.80	R	P	A		US: BLS butter salted grade AA
butter_60_62_fat	9.00	9.00	R	E	A
butter_80_fat	12.00	10.80	R	P	A
butter_80_fat_lightly	12.00	10.80	R	P	A
butter_82_fat	12.00	10.80	R	P	A
butter_82_fat_easy	13.00	11.50	R	E	A
butter_light_39_41	8.00	8.00	R	E	A
butter_spread_low_fat	7.00	7.50	R	E	A
butter_unknown_fat_content	12.00	10.80	R	P	A
chicken_fat	6.00	8.00	E	E	A		Schmaltz: produit de rayon aux Etats-Unis, marginal en France
coconut_milk	3.60	4.00	R	R	A
coconut_oil	9.00	9.00	R	R	A
cod_liver_oil	40.00	45.00	E	E	A		Complement alimentaire, pas un ingredient de cuisine
creme_fraiche	4.80	6.00	R	R	A
dairy_fat_20_fat	4.00	4.50	E	E	A
dairy_fat_25_fat	4.20	4.70	E	E	A
duck_fat	8.00	20.00	R	E	A		Basique en France, importe et cher aux Etats-Unis
fat_spreadfat_content_unknown	5.00	5.50	E	E	A
ghee	14.00	16.00	R	R	A
goose_fat	12.00	28.00	R	E	A
herring_oil			-	-	A		NON COTE: huile industrielle, aucun circuit de detail alimentaire
lard_pork_fat	4.00	4.00	R	R	A
paraffin_oil			-	-	A		NON COTE: ce n'est pas un aliment
pork_fat	4.00	5.00	R	E	A		Bardiere
rapeseed_oil	3.30	3.74	R	P	A		US: canola oil
salmon_oil			-	-	A		NON COTE: huile industrielle ou complement, pas un ingredient
sardine_oil			-	-	A		NON COTE: huile industrielle
sesame_oil	13.20	15.40	R	R	A
single_cream	3.60	6.60	R	R	A
sunflower_oil	2.85	4.40	R	R	A
turkey_fat			-	-	A		NON COTE: graisse fondue sans circuit de detail
vegetable_fat_50_63	4.50	5.50	R	E	A
vegetable_fat_60_fat	4.80	5.50	R	E	A
vegetable_fat_70_fat	5.20	5.50	R	E	A
vegetable_fat_80_fat	5.50	5.50	R	R	A
vegetable_fat_spreadable_30	4.00	5.00	R	E	A
vegetable_fat_spreadable_50	4.50	5.20	R	E	A
vegetable_fat_spreadable_fat	4.80	5.30	E	E	A
beetroot	2.80	3.31	R	R	A
breadfruit	5.00	6.00	E	E	A
butternut_squash	2.50	3.53	R	R	A
cassava_manioc_roots	3.50	3.31	E	R	A
dauphine_potato	3.50	5.00	R	E	A		Surgele, achete cru
duchesse_potato	4.00	5.50	R	E	A		Surgele, achete cru
early_potato_water	3.00	3.31	R	R	D	120	Libelle CUIT et EPLUCHE, yield_class neutre
french_fries_chips	2.20	3.30	R	R	D	120	Libelle CUIT au four, yield_class neutre
french_fries_chips_aw	3.00	4.00	R	E	A		Achete surgele et cru
french_fries_chips_deep	2.20	3.30	R	R	D	115	Libelle FRIT: la matiere grasse absorbee n'est pas chiffree ici
french_fries_chips_intended	2.20	3.30	R	R	A		Achete surgele et cru
jerusalem_artichoke	5.00	8.82	R	E	A
mashed_potato_balls	3.80	5.00	R	E	A		Surgele, achete cru
mashed_potatoes	1.99	2.43	R	P	Y		Libelle CUIT mais yield_class veg_shrinks: le runtime reconvertit deja
new_potato	3.00	3.31	R	R	A
parsnip	3.20	4.41	R	R	A
plantain_banana	3.00	2.87	R	R	D	110	Libelle CUIT, yield_class neutre
potato	1.99	2.43	R	P	A		US: BLS potatoes white
potato_chip_quarter_spiced	3.50	4.50	R	E	D	120	Achete surgele, la ligne est l'etat cuit
potato_crisps_flavoured	12.00	14.00	R	R	A
potato_crisps_l_ancienne	14.00	16.00	R	E	A
potato_crisps_related_reduced	14.00	15.00	R	R	A
potato_flakes	4.50	6.00	R	R	A
potato_flakes_milk_cream	5.00	6.50	R	R	A
potato_into_cubes	2.50	3.30	R	R	A		Surgele, achete cru
potato_puree_flakes_reconstituted	4.50	6.00	R	R	D	12.6	Reconstituee: on achete des FLOCONS. Residuel connu: yield_class veg_shrinks ajoute 11 pc que le runtime applique en plus | Le ratio est exprime contre gramsRaw: 14 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
potato_puree_milk_butter	1.99	2.43	R	P	Y		Faite avec de vraies pommes de terre; yield_class veg_shrinks reconvertit deja
potato_sauteed_pan	1.99	2.43	R	P	D	120	Libelle CUIT, yield_class neutre
potato_sauteed_pan_goose	1.99	2.43	R	P	D	120	Libelle CUIT; la graisse d'oie n'est pas chiffree ici
potato_vacuum	3.50	4.50	R	E	A		Achete cuit sous vide
potato_water	1.99	2.43	R	P	D	118	Libelle CUIT, yield_class neutre
rostis_potatoes_cake	4.00	5.00	R	E	A		Achete surgele
sweet_potato	3.20	3.09	R	R	A
sweet_potato_puree_cream	3.20	3.09	R	R	D	110	Libelle CUIT, yield_class neutre; la creme n'est pas chiffree
sweetcorn	3.50	3.60	R	R	A		Conserve, poids egoutte
tapioca	5.00	5.50	R	R	A
taro_tuber	4.50	4.41	E	R	A
ware_potato_water	1.99	2.43	R	P	D	125	Libelle CUIT et EPLUCHE, yield_class neutre
yam_indian_potato	4.00	4.41	R	R	X	112.5	Le libelle dit PEELED | Le ratio est exprime contre gramsRaw: 125 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
yam_indian_potato_water	4.00	4.41	R	R	D	130	Libelle CUIT et EPLUCHE, yield_class neutre
apple	2.77	3.86	R	P	A		US: BLS apples red delicious
apple_compote	2.60	3.30	R	R	A
apple_compote_reduced_sugar	3.00	3.60	R	R	A
apple_var_chanteclerc_pulp	3.00	3.86	E	P	X	118	Le libelle dit PULP: trognon et pepins retires
apple_var_gala_pulp	2.90	3.86	R	P	X	118	Le libelle dit PULP
apple_var_golden_pulp	2.77	3.86	R	P	X	118	Le libelle dit PULP
apple_var_granny_smith	3.00	4.41	R	R	X	118	Le libelle dit PULP
apple_var_pink_lady	4.20	5.51	R	R	X	118	Le libelle dit PULP
apricot_pitted	4.50	8.82	R	E	X	110	Le libelle dit PITTED: noyau retire
apricot_pitted_rehydrated_35	9.00	15.43	R	R	D	55	Abricots SECS rehydrates: 55 g de sec par 100 g de rehydrate
avocado	6.00	5.73	R	R	A
banana	2.20	1.42	R	V	A		US: BLS bananas 0,646 USD/lb
banana_pulp	2.20	1.42	R	V	X	154	Le libelle dit PULP: la peau fait 35 pc du fruit
cherry_pitted	9.00	8.82	R	R	X	112	Le libelle dit PITTED
colombo_papaya_mature_seeds	8.00		E	-	A		FR: fruit de La Reunion, vendu en metropole au prix des exotiques. US: aucun circuit
dates	9.00	13.23	R	R	A
dried_apricot	9.00	15.43	R	R	A
fig	8.00	13.23	R	E	A
fruit	3.50	4.00	E	E	A		Ligne MOYENNE, pas un aliment: prix median du rayon fruits
fruit_compote_reduced_sugar	3.00	3.60	R	R	A
fruits_compote_miscellaneous	2.80	3.40	R	R	A
fruits_compote_miscellaneous_reduced	3.00	3.60	R	R	A
fruits_puree_apple_sugar	2.80	3.40	R	R	A
fruits_puree_sugar_added	2.80	3.40	R	R	A
grape_chasselas	6.00	6.17	E	R	A
grape_red_muscat	6.50	6.17	E	R	A
grape_white	4.50	6.17	R	R	A
grapes	4.50	6.17	R	R	A
greengage_plum	5.00	5.29	E	E	A
kiwi	4.00	6.61	R	R	A
kiwi_fruit_pulp_seeds	4.00	6.61	R	R	X	118	Le libelle dit PULP
lychee_pulp	9.00	13.00	E	E	X	167	Le libelle dit PULP: peau et noyau retires
mango	5.00	3.97	R	R	A
mango_jose_flesh_island	12.00		E	-	X	167	FR: mangue de La Reunion. US: aucun circuit pour ce cultivar
mango_pulp	5.00	3.97	R	R	X	167	Le libelle dit PULP
melon	3.00	1.98	R	R	A
melon_cantaloupe_pulp	3.00	1.98	R	R	X	180	Le libelle dit PULP: ecorce et graines retirees
mirabelle_plum	5.50		E	-	A		FR: production lorraine saisonniere. US: aucun circuit de detail
nectarine_white_flesh	3.50	4.85	R	R	X	110	Le libelle dit FLESH AND SKIN: noyau retire
nectarine_yellow_flesh	3.50	4.85	R	R	X	110	Le libelle dit FLESH AND SKIN
papaya_pulp	6.00	5.51	R	R	X	150	Le libelle dit PULP
passion_fruit_pulp_pips	15.00	17.64	R	E	X	200	Le libelle dit PULP: la coque fait la moitie du fruit
peach	3.50	4.85	R	R	A
peach_white_flesh_variety	3.50	4.85	R	R	X	112	Le libelle dit PULP
peach_yellow_flesh_variety	3.50	4.85	R	R	X	112	Le libelle dit PULP
pear	3.20	4.41	R	R	A
pear_light_syrup	3.20	4.00	R	R	A		Conserve, poids egoutte
pear_var_conference_pulp	3.20	4.41	R	R	X	115	Le libelle dit PULP
pear_var_williams_pulp	3.40	4.41	R	E	X	115	Le libelle dit PULP
persimmon_pulp	5.00	8.82	R	E	X	118	Le libelle dit PULP
pineapple	2.40	2.87	R	R	A
pineapple_pulp	2.40	2.87	R	R	X	182	Le libelle dit PULP: ecorce et coeur retires
plum	4.00	5.29	R	R	X	106	Le libelle dit RAW mais denoyaute
pomegranate_pulp_pips	5.00	6.61	R	R	X	182	Le libelle dit PULP AND PIPS: l'ecorce fait la moitie du fruit
prune	7.00	9.92	R	R	A
queen_vicoria_ananas_flesh	12.00		E	-	X	182	FR: ananas Victoria de La Reunion. US: aucun circuit
raisin	6.00	7.94	R	R	A
raisins	6.00	7.94	R	R	A
red_currant	20.00	22.00	R	E	A
tropical_fruit_mix_snack	12.00	13.23	R	R	A
watermelon_pulp	1.60	1.32	R	R	X	200	Le libelle dit PULP: l'ecorce fait la moitie du fruit
artichoke	4.00	5.51	R	R	D	280	Libelle CUIT + parage: 280 g d'artichaut entier par 100 g consomme
artichoke_base	12.00	14.00	R	E	A		Conserve, poids egoutte
artichoke_heart	12.00	14.00	R	E	A		Conserve, poids egoutte
asparagus	9.00	8.82	R	R	A
asparagus_green_water	9.00	8.82	R	R	D	115	Libelle CUIT, yield_class neutre
asparagus_white_water	10.00	12.00	R	E	D	130	Libelle CUIT; l'asperge blanche s'epluche
aubergine	3.50	4.85	R	R	A
avocado_pulp	6.00	5.73	R	R	X	123.3	Le libelle dit PULP: peau et noyau retires | Le ratio est exprime contre gramsRaw: 137 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
bamboo_shoots	6.00	6.00	E	E	A		Vendu en conserve dans les deux marches
bell_pepper	4.50	6.61	R	R	A
butter_bean_yellow_bean	5.00	5.73	R	R	D	110	Libelle CUIT, yield_class neutre
button_mushroom_cultivated_mushroom	5.00	7.94	R	R	A
caesar_s_mushroom_royal	40.00		E	-	A		FR: champignon sauvage de cueillette. US: aucun circuit de detail
carrot	1.80	2.87	R	R	A
carrot_water_crunchy	1.80	2.87	R	R	D	112	Libelle CUIT, yield_class neutre
carrot_water_tender	1.80	2.87	R	R	D	118	Libelle CUIT, yield_class neutre
carrots_puree	1.80	2.87	R	R	D	108	Libelle CUIT | Le ratio est exprime contre gramsRaw: 120 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
carrots_puree_cream	2.20	3.30	R	R	D	108	Libelle CUIT; la creme n'est pas chiffree | Le ratio est exprime contre gramsRaw: 120 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
celeriac	2.50	4.41	R	E	A
celeriac_water	2.50	4.41	R	E	D	125	Libelle CUIT et epluche
celery	3.00	3.53	R	R	A
celery_stalk	3.00	3.53	R	R	A
cep_boletus_mushroom	30.00	40.00	E	E	A
chanterelle_girolle_mushroom	25.00	35.00	E	E	A
chayote_island_la_reunion	3.50	4.41	E	R	D	115	Libelle CUIT. US: la chayote est un basique des rayons latino
chicory	3.50	8.82	R	E	A		Endive
chilli	12.00	13.23	R	R	A
chinese_cabbageor_bok_choi	5.00	5.51	E	E	D	115	Libelle CUIT
chinese_japanese_artichokes	15.00		E	-	D	115	Crosnes: production francaise confidentielle. US: aucun circuit
coleslaw_mix	4.50	4.41	R	R	A
courgette	3.00	4.41	R	R	A
courgette_zucchini_pulp_peel	3.00	4.41	R	R	X	94.5	Le libelle dit PULP AND PEEL: seules les extremites sont retirees | Le ratio est exprime contre gramsRaw: 105 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
cucumber	2.50	3.53	R	R	A
cucumber_pulp	2.50	3.53	R	R	X	108	Le libelle dit PULP: la peau est retiree | Le ratio est exprime contre gramsRaw: 120 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
cucumber_pulp_peel	2.50	3.53	R	R	X	94.5	Le libelle dit PULP AND PEEL | Le ratio est exprime contre gramsRaw: 105 g d'achat par 100 g d'assiette, x 0.9 que le runtime applique deja via yield_class=veg_shrinks
eggplant_pulp	3.50	4.85	R	R	D	130	Libelle ROASTED, yield_class neutre
fennel	3.50	6.61	R	R	A
field_mushroom	8.00	11.02	E	E	A
french_bean	3.20	3.53	R	R	A		Surgele, achete cru
french_bean_water	3.20	3.53	R	R	D	110	Libelle CUIT, yield_class neutre
